Country,Continent,Category,Bucket,uniqueID,Freq,adj_Bucket
Continent,South America,Government Integrity Score,8,South AmericaGovernment Integrity Score8,1,8
Continent,South America,Government Integrity Score,9,South AmericaGovernment Integrity Score9,0,9
Continent,South America,Government Integrity Score,10,South AmericaGovernment Integrity Score10,1,10
Continent,South America,Government Integrity Score,No Data,South AmericaGovernment Integrity ScoreNo Data,0,No Data
Continent,Oceania,Government Integrity Score,1,OceaniaGovernment Integrity Score1,0,1
Continent,Oceania,Government Integrity Score,2,OceaniaGovernment Integrity Score2,0,2
Continent,Oceania,Government Integrity Score,3,OceaniaGovernment Integrity Score3,1,3
Continent,Oceania,Government Integrity Score,4,OceaniaGovernment Integrity Score4,6,4
Continent,Oceania,Government Integrity Score,5,OceaniaGovernment Integrity Score5,0,5
Continent,Oceania,Government Integrity Score,6,OceaniaGovernment Integrity Score6,0,6
Continent,Oceania,Government Integrity Score,7,OceaniaGovernment Integrity Score7,0,7
Continent,Oceania,Government Integrity Score,8,OceaniaGovernment Integrity Score8,2,8
Continent,Oceania,Government Integrity Score,9,OceaniaGovernment Integrity Score9,0,9
Continent,Oceania,Government Integrity Score,10,OceaniaGovernment Integrity Score10,1,10
Continent,Oceania,Government Integrity Score,No Data,OceaniaGovernment Integrity ScoreNo Data,4,No Data
Continent,UN Security Council,Government Integrity Score,1,UN Security CouncilGovernment Integrity Score1,0,1
Continent,UN Security Council,Government Integrity Score,2,UN Security CouncilGovernment Integrity Score2,0,2
Continent,UN Security Council,Government Integrity Score,3,UN Security CouncilGovernment Integrity Score3,0,3
Continent,UN Security Council,Government Integrity Score,4,UN Security CouncilGovernment Integrity Score4,1,4
Continent,UN Security Council,Government Integrity Score,5,UN Security CouncilGovernment Integrity Score5,1,5
Continent,UN Security Council,Government Integrity Score,6,UN Security CouncilGovernment Integrity Score6,0,6
Continent,UN Security Council,Government Integrity Score,7,UN Security CouncilGovernment Integrity Score7,1,7
Continent,UN Security Council,Government Integrity Score,8,UN Security CouncilGovernment Integrity Score8,1,8
Continent,UN Security Council,Government Integrity Score,9,UN Security CouncilGovernment Integrity Score9,1,9
Continent,UN Security Council,Government Integrity Score,10,UN Security CouncilGovernment Integrity Score10,0,10
Continent,UN Security Council,Government Integrity Score,No Data,UN Security CouncilGovernment Integrity ScoreNo Data,0,No Data
Continent,Africa,Property Rights Score,1,AfricaProperty Rights Score1,1,1
Continent,Africa,Property Rights Score,2,AfricaProperty Rights Score2,3,2
Continent,Africa,Property Rights Score,3,AfricaProperty Rights Score3,17,3
Continent,Africa,Property Rights Score,4,AfricaProperty Rights Score4,17,4
Continent,Africa,Property Rights Score,5,AfricaProperty Rights Score5,7,5
Continent,Africa,Property Rights Score,6,AfricaProperty Rights Score6,5,6
Continent,Africa,Property Rights Score,7,AfricaProperty Rights Score7,3,7
Continent,Africa,Property Rights Score,8,AfricaProperty Rights Score8,1,8
Continent,Africa,Property Rights Score,9,AfricaProperty Rights Score9,0,9
Continent,Africa,Property Rights Score,10,AfricaProperty Rights Score10,0,10
Continent,Africa,Property Rights Score,No Data,AfricaProperty Rights ScoreNo Data,0,No Data
Continent,Asia,Property Rights Score,1,AsiaProperty Rights Score1,0,1
Continent,Asia,Property Rights Score,2,AsiaProperty Rights Score2,2,2
Continent,Asia,Property Rights Score,3,AsiaProperty Rights Score3,7,3
Continent,Asia,Property Rights Score,4,AsiaProperty Rights Score4,7,4
Continent,Asia,Property Rights Score,5,AsiaProperty Rights Score5,8,5
Continent,Asia,Property Rights Score,6,AsiaProperty Rights Score6,9,6
Continent,Asia,Property Rights Score,7,AsiaProperty Rights Score7,2,7
Continent,Asia,Property Rights Score,8,AsiaProperty Rights Score8,3,8
Continent,Asia,Property Rights Score,9,AsiaProperty Rights Score9,3,9
Continent,Asia,Property Rights Score,10,AsiaProperty Rights Score10,1,10
Continent,Asia,Property Rights Score,No Data,AsiaProperty Rights ScoreNo Data,1,No Data
Continent,Europe,Property Rights Score,1,EuropeProperty Rights Score1,0,1
Continent,Europe,Property Rights Score,2,EuropeProperty Rights Score2,0,2
Continent,Europe,Property Rights Score,3,EuropeProperty Rights Score3,0,3
Continent,Europe,Property Rights Score,4,EuropeProperty Rights Score4,3,4
Continent,Europe,Property Rights Score,5,EuropeProperty Rights Score5,2,5
Continent,Europe,Property Rights Score,6,EuropeProperty Rights Score6,10,6
Continent,Europe,Property Rights Score,7,EuropeProperty Rights Score7,9,7
Continent,Europe,Property Rights Score,8,EuropeProperty Rights Score8,5,8
Continent,Europe,Property Rights Score,9,EuropeProperty Rights Score9,12,9
Continent,Europe,Property Rights Score,10,EuropeProperty Rights Score10,0,10
Continent,Europe,Property Rights Score,No Data,EuropeProperty Rights ScoreNo Data,4,No Data
Continent,North America,Property Rights Score,1,North AmericaProperty Rights Score1,0,1
Continent,North America,Property Rights Score,2,North AmericaProperty Rights Score2,0,2
Continent,North America,Property Rights Score,3,North AmericaProperty Rights Score3,3,3
Continent,North America,Property Rights Score,4,North AmericaProperty Rights Score4,4,4
Continent,North America,Property Rights Score,5,North AmericaProperty Rights Score5,5,5
Continent,North America,Property Rights Score,6,North AmericaProperty Rights Score6,5,6
Continent,North America,Property Rights Score,7,North AmericaProperty Rights Score7,1,7
Continent,North America,Property Rights Score,8,North AmericaProperty Rights Score8,0,8
Continent,North America,Property Rights Score,9,North AmericaProperty Rights Score9,1,9
Continent,North America,Property Rights Score,10,North AmericaProperty Rights Score10,0,10
Continent,North America,Property Rights Score,No Data,North AmericaProperty Rights ScoreNo Data,3,No Data
Continent,South America,Property Rights Score,1,South AmericaProperty Rights Score1,1,1
Continent,South America,Property Rights Score,2,South AmericaProperty Rights Score2,1,2
Continent,South America,Property Rights Score,3,South AmericaProperty Rights Score3,0,3
Continent,South America,Property Rights Score,4,South AmericaProperty Rights Score4,4,4
Continent,South America,Property Rights Score,5,South AmericaProperty Rights Score5,0,5
Continent,South America,Property Rights Score,6,South AmericaProperty Rights Score6,3,6
Continent,South America,Property Rights Score,7,South AmericaProperty Rights Score7,2,7
Continent,South America,Property Rights Score,8,South AmericaProperty Rights Score8,0,8
Continent,South America,Property Rights Score,9,South AmericaProperty Rights Score9,0,9
Continent,South America,Property Rights Score,10,South AmericaProperty Rights Score10,1,10
Continent,South America,Property Rights Score,No Data,South AmericaProperty Rights ScoreNo Data,0,No Data
Continent,Oceania,Property Rights Score,1,OceaniaProperty Rights Score1,1,1
Continent,Oceania,Property Rights Score,2,OceaniaProperty Rights Score2,0,2
Continent,Oceania,Property Rights Score,3,OceaniaProperty Rights Score3,0,3
Continent,Oceania,Property Rights Score,4,OceaniaProperty Rights Score4,1,4
Continent,Oceania,Property Rights Score,5,OceaniaProperty Rights Score5,2,5
Continent,Oceania,Property Rights Score,6,OceaniaProperty Rights Score6,1,6
Continent,Oceania,Property Rights Score,7,OceaniaProperty Rights Score7,3,7
Continent,Oceania,Property Rights Score,8,OceaniaProperty Rights Score8,1,8
Continent,Oceania,Property Rights Score,9,OceaniaProperty Rights Score9,0,9
Continent,Oceania,Property Rights Score,10,OceaniaProperty Rights Score10,1,10
Continent,Oceania,Property Rights Score,No Data,OceaniaProperty Rights ScoreNo Data,4,No Data
Continent,UN Security Council,Property Rights Score,1,UN Security CouncilProperty Rights Score1,0,1
Continent,UN Security Council,Property Rights Score,2,UN Security CouncilProperty Rights Score2,0,2
Continent,UN Security Council,Property Rights Score,3,UN Security CouncilProperty Rights Score3,0,3
Continent,UN Security Council,Property Rights Score,4,UN Security CouncilProperty Rights Score4,0,4
Continent,UN Security Council,Property Rights Score,5,UN Security CouncilProperty Rights Score5,2,5
Continent,UN Security Council,Property Rights Score,6,UN Security CouncilProperty Rights Score6,0,6
Continent,UN Security Council,Property Rights Score,7,UN Security CouncilProperty Rights Score7,0,7
Continent,UN Security Council,Property Rights Score,8,UN Security CouncilProperty Rights Score8,1,8
Continent,UN Security Council,Property Rights Score,9,UN Security CouncilProperty Rights Score9,1,9
Continent,UN Security Council,Property Rights Score,10,UN Security CouncilProperty Rights Score10,1,10
Continent,UN Security Council,Property Rights Score,No Data,UN Security CouncilProperty Rights ScoreNo Data,0,No Data
Continent,Africa,Tax Burden Score,1,AfricaTax Burden Score1,0,1
Continent,Africa,Tax Burden Score,2,AfricaTax Burden Score2,0,2
Continent,Africa,Tax Burden Score,3,AfricaTax Burden Score3,0,3
Continent,Africa,Tax Burden Score,4,AfricaTax Burden Score4,0,4
Continent,Africa,Tax Burden Score,5,AfricaTax Burden Score5,2,5
Continent,Africa,Tax Burden Score,6,AfricaTax Burden Score6,1,6
Continent,Africa,Tax Burden Score,7,AfricaTax Burden Score7,13,7
Continent,Africa,Tax Burden Score,8,AfricaTax Burden Score8,26,8
Continent,Africa,Tax Burden Score,9,AfricaTax Burden Score9,8,9
Continent,Africa,Tax Burden Score,10,AfricaTax Burden Score10,3,10
Continent,Africa,Tax Burden Score,No Data,AfricaTax Burden ScoreNo Data,1,No Data
Continent,Asia,Tax Burden Score,1,AsiaTax Burden Score1,1,1
Continent,Asia,Tax Burden Score,2,AsiaTax Burden Score2,0,2
Continent,Asia,Tax Burden Score,3,AsiaTax Burden Score3,0,3
Continent,Asia,Tax Burden Score,4,AsiaTax Burden Score4,0,4
Continent,Asia,Tax Burden Score,5,AsiaTax Burden Score5,0,5
Continent,Asia,Tax Burden Score,6,AsiaTax Burden Score6,0,6
Continent,Asia,Tax Burden Score,7,AsiaTax Burden Score7,2,7
Continent,Asia,Tax Burden Score,8,AsiaTax Burden Score8,9,8
Continent,Asia,Tax Burden Score,9,AsiaTax Burden Score9,11,9
Continent,Asia,Tax Burden Score,10,AsiaTax Burden Score10,17,10
Continent,Asia,Tax Burden Score,No Data,AsiaTax Burden ScoreNo Data,3,No Data
Continent,Europe,Tax Burden Score,1,EuropeTax Burden Score1,0,1
Continent,Europe,Tax Burden Score,2,EuropeTax Burden Score2,0,2
Continent,Europe,Tax Burden Score,3,EuropeTax Burden Score3,0,3
Continent,Europe,Tax Burden Score,4,EuropeTax Burden Score4,0,4
Continent,Europe,Tax Burden Score,5,EuropeTax Burden Score5,3,5
Continent,Europe,Tax Burden Score,6,EuropeTax Burden Score6,5,6
Continent,Europe,Tax Burden Score,7,EuropeTax Burden Score7,6,7
Continent,Europe,Tax Burden Score,8,EuropeTax Burden Score8,7,8
Continent,Europe,Tax Burden Score,9,EuropeTax Burden Score9,16,9
Continent,Europe,Tax Burden Score,10,EuropeTax Burden Score10,3,10
Continent,Europe,Tax Burden Score,No Data,EuropeTax Burden ScoreNo Data,5,No Data
Continent,North America,Tax Burden Score,1,North AmericaTax Burden Score1,0,1
Continent,North America,Tax Burden Score,2,North AmericaTax Burden Score2,0,2
Continent,North America,Tax Burden Score,3,North AmericaTax Burden Score3,0,3
Continent,North America,Tax Burden Score,4,North AmericaTax Burden Score4,0,4
Continent,North America,Tax Burden Score,5,North AmericaTax Burden Score5,1,5
Continent,North America,Tax Burden Score,6,North AmericaTax Burden Score6,0,6
Continent,North America,Tax Burden Score,7,North AmericaTax Burden Score7,0,7
Continent,North America,Tax Burden Score,8,North AmericaTax Burden Score8,10,8
Continent,North America,Tax Burden Score,9,North AmericaTax Burden Score9,7,9
Continent,North America,Tax Burden Score,10,North AmericaTax Burden Score10,1,10
Continent,North America,Tax Burden Score,No Data,North AmericaTax Burden ScoreNo Data,3,No Data
Continent,South America,Tax Burden Score,1,South AmericaTax Burden Score1,0,1
Continent,South America,Tax Burden Score,2,South AmericaTax Burden Score2,0,2
Continent,South America,Tax Burden Score,3,South AmericaTax Burden Score3,0,3
Continent,South America,Tax Burden Score,4,South AmericaTax Burden Score4,0,4
Continent,South America,Tax Burden Score,5,South AmericaTax Burden Score5,1,5
Continent,South America,Tax Burden Score,6,South AmericaTax Burden Score6,0,6
Continent,South America,Tax Burden Score,7,South AmericaTax Burden Score7,2,7
Continent,South America,Tax Burden Score,8,South AmericaTax Burden Score8,5,8
Continent,South America,Tax Burden Score,9,South AmericaTax Burden Score9,3,9
Continent,South America,Tax Burden Score,10,South AmericaTax Burden Score10,1,10
Continent,South America,Tax Burden Score,No Data,South AmericaTax Burden ScoreNo Data,0,No Data
Continent,Oceania,Tax Burden Score,1,OceaniaTax Burden Score1,0,1
Continent,Oceania,Tax Burden Score,2,OceaniaTax Burden Score2,0,2
Continent,Oceania,Tax Burden Score,3,OceaniaTax Burden Score3,0,3
Continent,Oceania,Tax Burden Score,4,OceaniaTax Burden Score4,0,4
Continent,Oceania,Tax Burden Score,5,OceaniaTax Burden Score5,0,5
Continent,Oceania,Tax Burden Score,6,OceaniaTax Burden Score6,0,6
Continent,Oceania,Tax Burden Score,7,OceaniaTax Burden Score7,2,7
Continent,Oceania,Tax Burden Score,8,OceaniaTax Burden Score8,4,8
Continent,Oceania,Tax Burden Score,9,OceaniaTax Burden Score9,2,9
Continent,Oceania,Tax Burden Score,10,OceaniaTax Burden Score10,2,10
Continent,Oceania,Tax Burden Score,No Data,OceaniaTax Burden ScoreNo Data,4,No Data
Continent,UN Security Council,Tax Burden Score,1,UN Security CouncilTax Burden Score1,0,1
Continent,UN Security Council,Tax Burden Score,2,UN Security CouncilTax Burden Score2,0,2
Continent,UN Security Council,Tax Burden Score,3,UN Security CouncilTax Burden Score3,0,3
Continent,UN Security Council,Tax Burden Score,4,UN Security CouncilTax Burden Score4,0,4
Continent,UN Security Council,Tax Burden Score,5,UN Security CouncilTax Burden Score5,1,5
Continent,UN Security Council,Tax Burden Score,6,UN Security CouncilTax Burden Score6,0,6
Continent,UN Security Council,Tax Burden Score,7,UN Security CouncilTax Burden Score7,2,7
Continent,UN Security Council,Tax Burden Score,8,UN Security CouncilTax Burden Score8,1,8
Continent,UN Security Council,Tax Burden Score,9,UN Security CouncilTax Burden Score9,1,9
Continent,UN Security Council,Tax Burden Score,10,UN Security CouncilTax Burden Score10,0,10
Continent,UN Security Council,Tax Burden Score,No Data,UN Security CouncilTax Burden ScoreNo Data,0,No Data
Continent,Africa,Overall Economic Freedom Score,1,AfricaOverall Economic Freedom Score1,0,1
Continent,Africa,Overall Economic Freedom Score,2,AfricaOverall Economic Freedom Score2,0,2
Continent,Africa,Overall Economic Freedom Score,3,AfricaOverall Economic Freedom Score3,0,3
Continent,Africa,Overall Economic Freedom Score,4,AfricaOverall Economic Freedom Score4,1,4
Continent,Africa,Overall Economic Freedom Score,5,AfricaOverall Economic Freedom Score5,6,5
Continent,Africa,Overall Economic Freedom Score,6,AfricaOverall Economic Freedom Score6,21,6
Continent,Africa,Overall Economic Freedom Score,7,AfricaOverall Economic Freedom Score7,19,7
Continent,Africa,Overall Economic Freedom Score,8,AfricaOverall Economic Freedom Score8,4,8
Continent,Africa,Overall Economic Freedom Score,9,AfricaOverall Economic Freedom Score9,1,9
Continent,Africa,Overall Economic Freedom Score,10,AfricaOverall Economic Freedom Score10,0,10
Continent,Africa,Overall Economic Freedom Score,No Data,AfricaOverall Economic Freedom ScoreNo Data,2,No Data
Continent,Asia,Overall Economic Freedom Score,1,AsiaOverall Economic Freedom Score1,1,1
Continent,Asia,Overall Economic Freedom Score,2,AsiaOverall Economic Freedom Score2,0,2
Continent,Asia,Overall Economic Freedom Score,3,AsiaOverall Economic Freedom Score3,0,3
Continent,Asia,Overall Economic Freedom Score,4,AsiaOverall Economic Freedom Score4,0,4
Continent,Asia,Overall Economic Freedom Score,5,AsiaOverall Economic Freedom Score5,1,5
Continent,Asia,Overall Economic Freedom Score,6,AsiaOverall Economic Freedom Score6,14,6
Continent,Asia,Overall Economic Freedom Score,7,AsiaOverall Economic Freedom Score7,9,7
Continent,Asia,Overall Economic Freedom Score,8,AsiaOverall Economic Freedom Score8,8,8
Continent,Asia,Overall Economic Freedom Score,9,AsiaOverall Economic Freedom Score9,6,9
Continent,Asia,Overall Economic Freedom Score,10,AsiaOverall Economic Freedom Score10,1,10
Continent,Asia,Overall Economic Freedom Score,No Data,AsiaOverall Economic Freedom ScoreNo Data,3,No Data
Continent,Europe,Overall Economic Freedom Score,1,EuropeOverall Economic Freedom Score1,0,1
Continent,Europe,Overall Economic Freedom Score,2,EuropeOverall Economic Freedom Score2,0,2
Continent,Europe,Overall Economic Freedom Score,3,EuropeOverall Economic Freedom Score3,0,3
Continent,Europe,Overall Economic Freedom Score,4,EuropeOverall Economic Freedom Score4,0,4
Continent,Europe,Overall Economic Freedom Score,5,EuropeOverall Economic Freedom Score5,0,5
Continent,Europe,Overall Economic Freedom Score,6,EuropeOverall Economic Freedom Score6,1,6
Continent,Europe,Overall Economic Freedom Score,7,EuropeOverall Economic Freedom Score7,9,7
Continent,Europe,Overall Economic Freedom Score,8,EuropeOverall Economic Freedom Score8,16,8
Continent,Europe,Overall Economic Freedom Score,9,EuropeOverall Economic Freedom Score9,13,9
Continent,Europe,Overall Economic Freedom Score,10,EuropeOverall Economic Freedom Score10,1,10
Continent,Europe,Overall Economic Freedom Score,No Data,EuropeOverall Economic Freedom ScoreNo Data,5,No Data
Continent,North America,Overall Economic Freedom Score,1,North AmericaOverall Economic Freedom Score1,0,1
Continent,North America,Overall Economic Freedom Score,2,North AmericaOverall Economic Freedom Score2,0,2
Continent,North America,Overall Economic Freedom Score,3,North AmericaOverall Economic Freedom Score3,0,3
Continent,North America,Overall Economic Freedom Score,4,North AmericaOverall Economic Freedom Score4,1,4
Continent,North America,Overall Economic Freedom Score,5,North AmericaOverall Economic Freedom Score5,0,5
Continent,North America,Overall Economic Freedom Score,6,North AmericaOverall Economic Freedom Score6,0,6
Continent,North America,Overall Economic Freedom Score,7,North AmericaOverall Economic Freedom Score7,10,7
Continent,North America,Overall Economic Freedom Score,8,North AmericaOverall Economic Freedom Score8,7,8
Continent,North America,Overall Economic Freedom Score,9,North AmericaOverall Economic Freedom Score9,1,9
Continent,North America,Overall Economic Freedom Score,10,North AmericaOverall Economic Freedom Score10,0,10
Continent,North America,Overall Economic Freedom Score,No Data,North AmericaOverall Economic Freedom ScoreNo Data,3,No Data
Continent,South America,Overall Economic Freedom Score,1,South AmericaOverall Economic Freedom Score1,0,1
Continent,South America,Overall Economic Freedom Score,2,South AmericaOverall Economic Freedom Score2,0,2
Continent,South America,Overall Economic Freedom Score,3,South AmericaOverall Economic Freedom Score3,1,3
Continent,South America,Overall Economic Freedom Score,4,South AmericaOverall Economic Freedom Score4,0,4
Continent,South America,Overall Economic Freedom Score,5,South AmericaOverall Economic Freedom Score5,1,5
Continent,South America,Overall Economic Freedom Score,6,South AmericaOverall Economic Freedom Score6,3,6
Continent,South America,Overall Economic Freedom Score,7,South AmericaOverall Economic Freedom Score7,2,7
Continent,South America,Overall Economic Freedom Score,8,South AmericaOverall Economic Freedom Score8,3,8
Continent,South America,Overall Economic Freedom Score,9,South AmericaOverall Economic Freedom Score9,2,9
Continent,South America,Overall Economic Freedom Score,10,South AmericaOverall Economic Freedom Score10,0,10
Continent,South America,Overall Economic Freedom Score,No Data,South AmericaOverall Economic Freedom ScoreNo Data,0,No Data
Continent,Oceania,Overall Economic Freedom Score,1,OceaniaOverall Economic Freedom Score1,0,1
Continent,Oceania,Overall Economic Freedom Score,2,OceaniaOverall Economic Freedom Score2,0,2
Continent,Oceania,Overall Economic Freedom Score,3,OceaniaOverall Economic Freedom Score3,0,3
Continent,Oceania,Overall Economic Freedom Score,4,OceaniaOverall Economic Freedom Score4,0,4
Continent,Oceania,Overall Economic Freedom Score,5,OceaniaOverall Economic Freedom Score5,0,5
Continent,Oceania,Overall Economic Freedom Score,6,OceaniaOverall Economic Freedom Score6,2,6
Continent,Oceania,Overall Economic Freedom Score,7,OceaniaOverall Economic Freedom Score7,5,7
Continent,Oceania,Overall Economic Freedom Score,8,OceaniaOverall Economic Freedom Score8,1,8
Continent,Oceania,Overall Economic Freedom Score,9,OceaniaOverall Economic Freedom Score9,0,9
Continent,Oceania,Overall Economic Freedom Score,10,OceaniaOverall Economic Freedom Score10,2,10
Continent,Oceania,Overall Economic Freedom Score,No Data,OceaniaOverall Economic Freedom ScoreNo Data,4,No Data
Continent,UN Security Council,Overall Economic Freedom Score,1,UN Security CouncilOverall Economic Freedom Score1,0,1
Continent,UN Security Council,Overall Economic Freedom Score,2,UN Security CouncilOverall Economic Freedom Score2,0,2
Continent,UN Security Council,Overall Economic Freedom Score,3,UN Security CouncilOverall Economic Freedom Score3,0,3
Continent,UN Security Council,Overall Economic Freedom Score,4,UN Security CouncilOverall Economic Freedom Score4,0,4
Continent,UN Security Council,Overall Economic Freedom Score,5,UN Security CouncilOverall Economic Freedom Score5,0,5
Continent,UN Security Council,Overall Economic Freedom Score,6,UN Security CouncilOverall Economic Freedom Score6,0,6
Continent,UN Security Council,Overall Economic Freedom Score,7,UN Security CouncilOverall Economic Freedom Score7,3,7
Continent,UN Security Council,Overall Economic Freedom Score,8,UN Security CouncilOverall Economic Freedom Score8,0,8
Continent,UN Security Council,Overall Economic Freedom Score,9,UN Security CouncilOverall Economic Freedom Score9,2,9
Continent,UN Security Council,Overall Economic Freedom Score,10,UN Security CouncilOverall Economic Freedom Score10,0,10
Continent,UN Security Council,Overall Economic Freedom Score,No Data,UN Security CouncilOverall Economic Freedom ScoreNo Data,0,No Data
Continent,Africa,Financial Freedom Score,1,AfricaFinancial Freedom Score1,0,1
Continent,Africa,Financial Freedom Score,2,AfricaFinancial Freedom Score2,1,2
Continent,Africa,Financial Freedom Score,3,AfricaFinancial Freedom Score3,5,3
Continent,Africa,Financial Freedom Score,4,AfricaFinancial Freedom Score4,12,4
Continent,Africa,Financial Freedom Score,5,AfricaFinancial Freedom Score5,15,5
Continent,Africa,Financial Freedom Score,6,AfricaFinancial Freedom Score6,12,6
Continent,Africa,Financial Freedom Score,7,AfricaFinancial Freedom Score7,3,7
Continent,Africa,Financial Freedom Score,8,AfricaFinancial Freedom Score8,4,8
Continent,Africa,Financial Freedom Score,9,AfricaFinancial Freedom Score9,0,9
Continent,Africa,Financial Freedom Score,10,AfricaFinancial Freedom Score10,0,10
Continent,Africa,Financial Freedom Score,No Data,AfricaFinancial Freedom ScoreNo Data,2,No Data
Continent,Asia,Financial Freedom Score,1,AsiaFinancial Freedom Score1,1,1
Continent,Asia,Financial Freedom Score,2,AsiaFinancial Freedom Score2,4,2
Continent,Asia,Financial Freedom Score,3,AsiaFinancial Freedom Score3,4,3
Continent,Asia,Financial Freedom Score,4,AsiaFinancial Freedom Score4,5,4
Continent,Asia,Financial Freedom Score,5,AsiaFinancial Freedom Score5,3,5
Continent,Asia,Financial Freedom Score,6,AsiaFinancial Freedom Score6,8,6
Continent,Asia,Financial Freedom Score,7,AsiaFinancial Freedom Score7,11,7
Continent,Asia,Financial Freedom Score,8,AsiaFinancial Freedom Score8,2,8
Continent,Asia,Financial Freedom Score,9,AsiaFinancial Freedom Score9,2,9
Continent,Asia,Financial Freedom Score,10,AsiaFinancial Freedom Score10,0,10
Continent,Asia,Financial Freedom Score,No Data,AsiaFinancial Freedom ScoreNo Data,3,No Data
Continent,Europe,Financial Freedom Score,1,EuropeFinancial Freedom Score1,0,1
Continent,Europe,Financial Freedom Score,2,EuropeFinancial Freedom Score2,1,2
Continent,Europe,Financial Freedom Score,3,EuropeFinancial Freedom Score3,0,3
Continent,Europe,Financial Freedom Score,4,EuropeFinancial Freedom Score4,2,4
Continent,Europe,Financial Freedom Score,5,EuropeFinancial Freedom Score5,2,5
Continent,Europe,Financial Freedom Score,6,EuropeFinancial Freedom Score6,6,6
Continent,Europe,Financial Freedom Score,7,EuropeFinancial Freedom Score7,11,7
Continent,Europe,Financial Freedom Score,8,EuropeFinancial Freedom Score8,11,8
Continent,Europe,Financial Freedom Score,9,EuropeFinancial Freedom Score9,7,9
Continent,Europe,Financial Freedom Score,10,EuropeFinancial Freedom Score10,1,10
Continent,Europe,Financial Freedom Score,No Data,EuropeFinancial Freedom ScoreNo Data,4,No Data
Continent,North America,Financial Freedom Score,1,North AmericaFinancial Freedom Score1,0,1
Continent,North America,Financial Freedom Score,2,North AmericaFinancial Freedom Score2,1,2
Continent,North America,Financial Freedom Score,3,North AmericaFinancial Freedom Score3,0,3
Continent,North America,Financial Freedom Score,4,North AmericaFinancial Freedom Score4,2,4
Continent,North America,Financial Freedom Score,5,North AmericaFinancial Freedom Score5,3,5
Continent,North America,Financial Freedom Score,6,North AmericaFinancial Freedom Score6,6,6
Continent,North America,Financial Freedom Score,7,North AmericaFinancial Freedom Score7,5,7
Continent,North America,Financial Freedom Score,8,North AmericaFinancial Freedom Score8,1,8
Continent,North America,Financial Freedom Score,9,North AmericaFinancial Freedom Score9,1,9
Continent,North America,Financial Freedom Score,10,North AmericaFinancial Freedom Score10,0,10
Continent,North America,Financial Freedom Score,No Data,North AmericaFinancial Freedom ScoreNo Data,3,No Data
Continent,South America,Financial Freedom Score,1,South AmericaFinancial Freedom Score1,0,1
Continent,South America,Financial Freedom Score,2,South AmericaFinancial Freedom Score2,1,2
Continent,South America,Financial Freedom Score,3,South AmericaFinancial Freedom Score3,0,3
Continent,South America,Financial Freedom Score,4,South AmericaFinancial Freedom Score4,2,4
Continent,South America,Financial Freedom Score,5,South AmericaFinancial Freedom Score5,2,5
Continent,South America,Financial Freedom Score,6,South AmericaFinancial Freedom Score6,1,6
Continent,South America,Financial Freedom Score,7,South AmericaFinancial Freedom Score7,3,7
Continent,South America,Financial Freedom Score,8,South AmericaFinancial Freedom Score8,2,8
Continent,South America,Financial Freedom Score,9,South AmericaFinancial Freedom Score9,1,9
Continent,South America,Financial Freedom Score,10,South AmericaFinancial Freedom Score10,0,10
Continent,South America,Financial Freedom Score,No Data,South AmericaFinancial Freedom ScoreNo Data,0,No Data
Continent,Oceania,Financial Freedom Score,1,OceaniaFinancial Freedom Score1,0,1
Continent,Oceania,Financial Freedom Score,2,OceaniaFinancial Freedom Score2,0,2
Continent,Oceania,Financial Freedom Score,3,OceaniaFinancial Freedom Score3,1,3
Continent,Oceania,Financial Freedom Score,4,OceaniaFinancial Freedom Score4,5,4
Continent,Oceania,Financial Freedom Score,5,OceaniaFinancial Freedom Score5,1,5
Continent,Oceania,Financial Freedom Score,6,OceaniaFinancial Freedom Score6,1,6
Continent,Oceania,Financial Freedom Score,7,OceaniaFinancial Freedom Score7,0,7
Continent,Oceania,Financial Freedom Score,8,OceaniaFinancial Freedom Score8,0,8
Continent,Oceania,Financial Freedom Score,9,OceaniaFinancial Freedom Score9,1,9
Continent,Oceania,Financial Freedom Score,10,OceaniaFinancial Freedom Score10,1,10
Continent,Oceania,Financial Freedom Score,No Data,OceaniaFinancial Freedom ScoreNo Data,4,No Data
Continent,UN Security Council,Financial Freedom Score,1,UN Security CouncilFinancial Freedom Score1,0,1
Continent,UN Security Council,Financial Freedom Score,2,UN Security CouncilFinancial Freedom Score2,0,2
Continent,UN Security Council,Financial Freedom Score,3,UN Security CouncilFinancial Freedom Score3,1,3
Continent,UN Security Council,Financial Freedom Score,4,UN Security CouncilFinancial Freedom Score4,1,4
Continent,UN Security Council,Financial Freedom Score,5,UN Security CouncilFinancial Freedom Score5,0,5
Continent,UN Security Council,Financial Freedom Score,6,UN Security CouncilFinancial Freedom Score6,0,6
Continent,UN Security Council,Financial Freedom Score,7,UN Security CouncilFinancial Freedom Score7,0,7
Continent,UN Security Council,Financial Freedom Score,8,UN Security CouncilFinancial Freedom Score8,1,8
Continent,UN Security Council,Financial Freedom Score,9,UN Security CouncilFinancial Freedom Score9,2,9
Continent,UN Security Council,Financial Freedom Score,10,UN Security CouncilFinancial Freedom Score10,0,10
Continent,UN Security Council,Financial Freedom Score,No Data,UN Security CouncilFinancial Freedom ScoreNo Data,0,No Data
Continent,Africa,Women Mps (% Of All Mps),1,AfricaWomen Mps (% Of All Mps)1,2,1
