Country,Continent,Category,Bucket,uniqueID,Freq
Continent,Africa,GDP per Capita (PPP),2,AfricaGDP per Capita (PPP)2,5
Continent,Africa,GDP per Capita (PPP),3,AfricaGDP per Capita (PPP)3,2
Continent,Africa,GDP per Capita (PPP),4,AfricaGDP per Capita (PPP)4,0
Continent,Africa,GDP per Capita (PPP),5,AfricaGDP per Capita (PPP)5,0
Continent,Africa,GDP per Capita (PPP),6,AfricaGDP per Capita (PPP)6,0
Continent,Africa,GDP per Capita (PPP),7,AfricaGDP per Capita (PPP)7,0
Continent,Africa,GDP per Capita (PPP),8,AfricaGDP per Capita (PPP)8,0
Continent,Africa,GDP per Capita (PPP),9,AfricaGDP per Capita (PPP)9,0
Continent,Africa,GDP per Capita (PPP),10,AfricaGDP per Capita (PPP)10,0
Continent,Africa,GDP per Capita (PPP),No Data,AfricaGDP per Capita (PPP)No Data,1
Continent,Asia,GDP per Capita (PPP),1,AsiaGDP per Capita (PPP)1,22
Continent,Asia,GDP per Capita (PPP),2,AsiaGDP per Capita (PPP)2,7
Continent,Asia,GDP per Capita (PPP),3,AsiaGDP per Capita (PPP)3,5
Continent,Asia,GDP per Capita (PPP),4,AsiaGDP per Capita (PPP)4,2
Continent,Asia,GDP per Capita (PPP),5,AsiaGDP per Capita (PPP)5,3
Continent,Asia,GDP per Capita (PPP),6,AsiaGDP per Capita (PPP)6,1
Continent,Asia,GDP per Capita (PPP),7,AsiaGDP per Capita (PPP)7,0
Continent,Asia,GDP per Capita (PPP),8,AsiaGDP per Capita (PPP)8,1
Continent,Asia,GDP per Capita (PPP),9,AsiaGDP per Capita (PPP)9,0
Continent,Asia,GDP per Capita (PPP),10,AsiaGDP per Capita (PPP)10,0
Continent,Asia,GDP per Capita (PPP),No Data,AsiaGDP per Capita (PPP)No Data,2
Continent,Europe,GDP per Capita (PPP),1,EuropeGDP per Capita (PPP)1,10
Continent,Europe,GDP per Capita (PPP),2,EuropeGDP per Capita (PPP)2,15
Continent,Europe,GDP per Capita (PPP),3,EuropeGDP per Capita (PPP)3,9
Continent,Europe,GDP per Capita (PPP),4,EuropeGDP per Capita (PPP)4,3
Continent,Europe,GDP per Capita (PPP),5,EuropeGDP per Capita (PPP)5,2
Continent,Europe,GDP per Capita (PPP),6,EuropeGDP per Capita (PPP)6,0
Continent,Europe,GDP per Capita (PPP),7,EuropeGDP per Capita (PPP)7,1
Continent,Europe,GDP per Capita (PPP),8,EuropeGDP per Capita (PPP)8,0
Continent,Europe,GDP per Capita (PPP),9,EuropeGDP per Capita (PPP)9,0
Continent,Europe,GDP per Capita (PPP),10,EuropeGDP per Capita (PPP)10,1
Continent,Europe,GDP per Capita (PPP),No Data,EuropeGDP per Capita (PPP)No Data,4
Continent,North America,GDP per Capita (PPP),1,North AmericaGDP per Capita (PPP)1,13
Continent,North America,GDP per Capita (PPP),2,North AmericaGDP per Capita (PPP)2,5
Continent,North America,GDP per Capita (PPP),3,North AmericaGDP per Capita (PPP)3,1
Continent,North America,GDP per Capita (PPP),4,North AmericaGDP per Capita (PPP)4,0
Continent,North America,GDP per Capita (PPP),5,North AmericaGDP per Capita (PPP)5,0
Continent,North America,GDP per Capita (PPP),6,North AmericaGDP per Capita (PPP)6,0
Continent,North America,GDP per Capita (PPP),7,North AmericaGDP per Capita (PPP)7,0
Continent,North America,GDP per Capita (PPP),8,North AmericaGDP per Capita (PPP)8,0
Continent,North America,GDP per Capita (PPP),9,North AmericaGDP per Capita (PPP)9,0
Continent,North America,GDP per Capita (PPP),10,North AmericaGDP per Capita (PPP)10,0
Continent,North America,GDP per Capita (PPP),No Data,North AmericaGDP per Capita (PPP)No Data,3
Continent,South America,GDP per Capita (PPP),1,South AmericaGDP per Capita (PPP)1,8
Continent,South America,GDP per Capita (PPP),2,South AmericaGDP per Capita (PPP)2,3
Continent,South America,GDP per Capita (PPP),3,South AmericaGDP per Capita (PPP)3,0
Continent,South America,GDP per Capita (PPP),4,South AmericaGDP per Capita (PPP)4,1
Continent,South America,GDP per Capita (PPP),5,South AmericaGDP per Capita (PPP)5,0
Continent,South America,GDP per Capita (PPP),6,South AmericaGDP per Capita (PPP)6,0
Continent,South America,GDP per Capita (PPP),7,South AmericaGDP per Capita (PPP)7,0
Continent,South America,GDP per Capita (PPP),8,South AmericaGDP per Capita (PPP)8,0
Continent,South America,GDP per Capita (PPP),9,South AmericaGDP per Capita (PPP)9,0
Continent,South America,GDP per Capita (PPP),10,South AmericaGDP per Capita (PPP)10,0
Continent,South America,GDP per Capita (PPP),No Data,South AmericaGDP per Capita (PPP)No Data,0
Continent,Oceania,GDP per Capita (PPP),1,OceaniaGDP per Capita (PPP)1,8
Continent,Oceania,GDP per Capita (PPP),2,OceaniaGDP per Capita (PPP)2,0
Continent,Oceania,GDP per Capita (PPP),3,OceaniaGDP per Capita (PPP)3,1
Continent,Oceania,GDP per Capita (PPP),4,OceaniaGDP per Capita (PPP)4,1
Continent,Oceania,GDP per Capita (PPP),5,OceaniaGDP per Capita (PPP)5,0
Continent,Oceania,GDP per Capita (PPP),6,OceaniaGDP per Capita (PPP)6,0
Continent,Oceania,GDP per Capita (PPP),7,OceaniaGDP per Capita (PPP)7,0
Continent,Oceania,GDP per Capita (PPP),8,OceaniaGDP per Capita (PPP)8,0
Continent,Oceania,GDP per Capita (PPP),9,OceaniaGDP per Capita (PPP)9,0
Continent,Oceania,GDP per Capita (PPP),10,OceaniaGDP per Capita (PPP)10,0
Continent,Oceania,GDP per Capita (PPP),No Data,OceaniaGDP per Capita (PPP)No Data,4
Continent,UN Security Council,GDP per Capita (PPP),1,UN Security CouncilGDP per Capita (PPP)1,1
Continent,UN Security Council,GDP per Capita (PPP),2,UN Security CouncilGDP per Capita (PPP)2,1
Continent,UN Security Council,GDP per Capita (PPP),3,UN Security CouncilGDP per Capita (PPP)3,2
Continent,UN Security Council,GDP per Capita (PPP),4,UN Security CouncilGDP per Capita (PPP)4,1
Continent,UN Security Council,GDP per Capita (PPP),5,UN Security CouncilGDP per Capita (PPP)5,0
Continent,UN Security Council,GDP per Capita (PPP),6,UN Security CouncilGDP per Capita (PPP)6,0
Continent,UN Security Council,GDP per Capita (PPP),7,UN Security CouncilGDP per Capita (PPP)7,0
Continent,UN Security Council,GDP per Capita (PPP),8,UN Security CouncilGDP per Capita (PPP)8,0
Continent,UN Security Council,GDP per Capita (PPP),9,UN Security CouncilGDP per Capita (PPP)9,0
Continent,UN Security Council,GDP per Capita (PPP),10,UN Security CouncilGDP per Capita (PPP)10,0
Continent,UN Security Council,GDP per Capita (PPP),No Data,UN Security CouncilGDP per Capita (PPP)No Data,0
Continent,Africa,GDP Growth (Annual %),1,AfricaGDP Growth (Annual %)1,0
Continent,Africa,GDP Growth (Annual %),2,AfricaGDP Growth (Annual %)2,1
Continent,Africa,GDP Growth (Annual %),3,AfricaGDP Growth (Annual %)3,0
Continent,Africa,GDP Growth (Annual %),4,AfricaGDP Growth (Annual %)4,0
Continent,Africa,GDP Growth (Annual %),5,AfricaGDP Growth (Annual %)5,1
Continent,Africa,GDP Growth (Annual %),6,AfricaGDP Growth (Annual %)6,1
Continent,Africa,GDP Growth (Annual %),7,AfricaGDP Growth (Annual %)7,1
Continent,Africa,GDP Growth (Annual %),8,AfricaGDP Growth (Annual %)8,14
Continent,Africa,GDP Growth (Annual %),9,AfricaGDP Growth (Annual %)9,30
Continent,Africa,GDP Growth (Annual %),10,AfricaGDP Growth (Annual %)10,6
Continent,Africa,GDP Growth (Annual %),No Data,AfricaGDP Growth (Annual %)No Data,0
Continent,Asia,GDP Growth (Annual %),1,AsiaGDP Growth (Annual %)1,1
Continent,Asia,GDP Growth (Annual %),2,AsiaGDP Growth (Annual %)2,0
Continent,Asia,GDP Growth (Annual %),3,AsiaGDP Growth (Annual %)3,0
Continent,Asia,GDP Growth (Annual %),4,AsiaGDP Growth (Annual %)4,0
Continent,Asia,GDP Growth (Annual %),5,AsiaGDP Growth (Annual %)5,0
Continent,Asia,GDP Growth (Annual %),6,AsiaGDP Growth (Annual %)6,0
Continent,Asia,GDP Growth (Annual %),7,AsiaGDP Growth (Annual %)7,0
Continent,Asia,GDP Growth (Annual %),8,AsiaGDP Growth (Annual %)8,14
Continent,Asia,GDP Growth (Annual %),9,AsiaGDP Growth (Annual %)9,17
Continent,Asia,GDP Growth (Annual %),10,AsiaGDP Growth (Annual %)10,10
Continent,Asia,GDP Growth (Annual %),No Data,AsiaGDP Growth (Annual %)No Data,1
Continent,Europe,GDP Growth (Annual %),1,EuropeGDP Growth (Annual %)1,0
Continent,Europe,GDP Growth (Annual %),2,EuropeGDP Growth (Annual %)2,0
Continent,Europe,GDP Growth (Annual %),3,EuropeGDP Growth (Annual %)3,0
Continent,Europe,GDP Growth (Annual %),4,EuropeGDP Growth (Annual %)4,0
Continent,Europe,GDP Growth (Annual %),5,EuropeGDP Growth (Annual %)5,1
Continent,Europe,GDP Growth (Annual %),6,EuropeGDP Growth (Annual %)6,0
Continent,Europe,GDP Growth (Annual %),7,EuropeGDP Growth (Annual %)7,2
Continent,Europe,GDP Growth (Annual %),8,EuropeGDP Growth (Annual %)8,19
Continent,Europe,GDP Growth (Annual %),9,EuropeGDP Growth (Annual %)9,19
Continent,Europe,GDP Growth (Annual %),10,EuropeGDP Growth (Annual %)10,1
Continent,Europe,GDP Growth (Annual %),No Data,EuropeGDP Growth (Annual %)No Data,3
Continent,North America,GDP Growth (Annual %),1,North AmericaGDP Growth (Annual %)1,0
Continent,North America,GDP Growth (Annual %),2,North AmericaGDP Growth (Annual %)2,0
Continent,North America,GDP Growth (Annual %),3,North AmericaGDP Growth (Annual %)3,0
Continent,North America,GDP Growth (Annual %),4,North AmericaGDP Growth (Annual %)4,0
Continent,North America,GDP Growth (Annual %),5,North AmericaGDP Growth (Annual %)5,0
Continent,North America,GDP Growth (Annual %),6,North AmericaGDP Growth (Annual %)6,0
Continent,North America,GDP Growth (Annual %),7,North AmericaGDP Growth (Annual %)7,2
Continent,North America,GDP Growth (Annual %),8,North AmericaGDP Growth (Annual %)8,10
Continent,North America,GDP Growth (Annual %),9,North AmericaGDP Growth (Annual %)9,6
Continent,North America,GDP Growth (Annual %),10,North AmericaGDP Growth (Annual %)10,1
Continent,North America,GDP Growth (Annual %),No Data,North AmericaGDP Growth (Annual %)No Data,3
Continent,South America,GDP Growth (Annual %),1,South AmericaGDP Growth (Annual %)1,0
Continent,South America,GDP Growth (Annual %),2,South AmericaGDP Growth (Annual %)2,0
Continent,South America,GDP Growth (Annual %),3,South AmericaGDP Growth (Annual %)3,0
Continent,South America,GDP Growth (Annual %),4,South AmericaGDP Growth (Annual %)4,0
Continent,South America,GDP Growth (Annual %),5,South AmericaGDP Growth (Annual %)5,0
Continent,South America,GDP Growth (Annual %),6,South AmericaGDP Growth (Annual %)6,1
Continent,South America,GDP Growth (Annual %),7,South AmericaGDP Growth (Annual %)7,1
Continent,South America,GDP Growth (Annual %),8,South AmericaGDP Growth (Annual %)8,4
Continent,South America,GDP Growth (Annual %),9,South AmericaGDP Growth (Annual %)9,6
Continent,South America,GDP Growth (Annual %),10,South AmericaGDP Growth (Annual %)10,0
Continent,South America,GDP Growth (Annual %),No Data,South AmericaGDP Growth (Annual %)No Data,0
Continent,Oceania,GDP Growth (Annual %),1,OceaniaGDP Growth (Annual %)1,0
Continent,Oceania,GDP Growth (Annual %),2,OceaniaGDP Growth (Annual %)2,0
Continent,Oceania,GDP Growth (Annual %),3,OceaniaGDP Growth (Annual %)3,0
Continent,Oceania,GDP Growth (Annual %),4,OceaniaGDP Growth (Annual %)4,0
Continent,Oceania,GDP Growth (Annual %),5,OceaniaGDP Growth (Annual %)5,0
Continent,Oceania,GDP Growth (Annual %),6,OceaniaGDP Growth (Annual %)6,0
Continent,Oceania,GDP Growth (Annual %),7,OceaniaGDP Growth (Annual %)7,0
Continent,Oceania,GDP Growth (Annual %),8,OceaniaGDP Growth (Annual %)8,4
Continent,Oceania,GDP Growth (Annual %),9,OceaniaGDP Growth (Annual %)9,5
Continent,Oceania,GDP Growth (Annual %),10,OceaniaGDP Growth (Annual %)10,1
Continent,Oceania,GDP Growth (Annual %),No Data,OceaniaGDP Growth (Annual %)No Data,4
Continent,UN Security Council,GDP Growth (Annual %),1,UN Security CouncilGDP Growth (Annual %)1,0
Continent,UN Security Council,GDP Growth (Annual %),2,UN Security CouncilGDP Growth (Annual %)2,0
Continent,UN Security Council,GDP Growth (Annual %),3,UN Security CouncilGDP Growth (Annual %)3,0
Continent,UN Security Council,GDP Growth (Annual %),4,UN Security CouncilGDP Growth (Annual %)4,0
Continent,UN Security Council,GDP Growth (Annual %),5,UN Security CouncilGDP Growth (Annual %)5,0
Continent,UN Security Council,GDP Growth (Annual %),6,UN Security CouncilGDP Growth (Annual %)6,0
Continent,UN Security Council,GDP Growth (Annual %),7,UN Security CouncilGDP Growth (Annual %)7,1
Continent,UN Security Council,GDP Growth (Annual %),8,UN Security CouncilGDP Growth (Annual %)8,3
Continent,UN Security Council,GDP Growth (Annual %),9,UN Security CouncilGDP Growth (Annual %)9,0
Continent,UN Security Council,GDP Growth (Annual %),10,UN Security CouncilGDP Growth (Annual %)10,1
Continent,UN Security Council,GDP Growth (Annual %),No Data,UN Security CouncilGDP Growth (Annual %)No Data,0
Continent,Africa,Health Expenditure % of GDP,1,AfricaHealth Expenditure % of GDP1,9
Continent,Africa,Health Expenditure % of GDP,2,AfricaHealth Expenditure % of GDP2,23
Continent,Africa,Health Expenditure % of GDP,3,AfricaHealth Expenditure % of GDP3,11
Continent,Africa,Health Expenditure % of GDP,4,AfricaHealth Expenditure % of GDP4,6
Continent,Africa,Health Expenditure % of GDP,5,AfricaHealth Expenditure % of GDP5,1
Continent,Africa,Health Expenditure % of GDP,6,AfricaHealth Expenditure % of GDP6,0
Continent,Africa,Health Expenditure % of GDP,7,AfricaHealth Expenditure % of GDP7,1
Continent,Africa,Health Expenditure % of GDP,8,AfricaHealth Expenditure % of GDP8,0
Continent,Africa,Health Expenditure % of GDP,9,AfricaHealth Expenditure % of GDP9,1
Continent,Africa,Health Expenditure % of GDP,10,AfricaHealth Expenditure % of GDP10,0
Continent,Africa,Health Expenditure % of GDP,No Data,AfricaHealth Expenditure % of GDPNo Data,2
Continent,Asia,Health Expenditure % of GDP,1,AsiaHealth Expenditure % of GDP1,18
Continent,Asia,Health Expenditure % of GDP,2,AsiaHealth Expenditure % of GDP2,8
Continent,Asia,Health Expenditure % of GDP,3,AsiaHealth Expenditure % of GDP3,11
Continent,Asia,Health Expenditure % of GDP,4,AsiaHealth Expenditure % of GDP4,1
Continent,Asia,Health Expenditure % of GDP,5,AsiaHealth Expenditure % of GDP5,3
Continent,Asia,Health Expenditure % of GDP,6,AsiaHealth Expenditure % of GDP6,0
Continent,Asia,Health Expenditure % of GDP,7,AsiaHealth Expenditure % of GDP7,0
Continent,Asia,Health Expenditure % of GDP,8,AsiaHealth Expenditure % of GDP8,0
Continent,Asia,Health Expenditure % of GDP,9,AsiaHealth Expenditure % of GDP9,0
Continent,Asia,Health Expenditure % of GDP,10,AsiaHealth Expenditure % of GDP10,0
Continent,Asia,Health Expenditure % of GDP,No Data,AsiaHealth Expenditure % of GDPNo Data,2
Continent,Europe,Health Expenditure % of GDP,1,EuropeHealth Expenditure % of GDP1,1
Continent,Europe,Health Expenditure % of GDP,2,EuropeHealth Expenditure % of GDP2,3
Continent,Europe,Health Expenditure % of GDP,3,EuropeHealth Expenditure % of GDP3,16
Continent,Europe,Health Expenditure % of GDP,4,EuropeHealth Expenditure % of GDP4,12
Continent,Europe,Health Expenditure % of GDP,5,EuropeHealth Expenditure % of GDP5,11
Continent,Europe,Health Expenditure % of GDP,6,EuropeHealth Expenditure % of GDP6,0
Continent,Europe,Health Expenditure % of GDP,7,EuropeHealth Expenditure % of GDP7,0
Continent,Europe,Health Expenditure % of GDP,8,EuropeHealth Expenditure % of GDP8,0
Continent,Europe,Health Expenditure % of GDP,9,EuropeHealth Expenditure % of GDP9,0
Continent,Europe,Health Expenditure % of GDP,10,EuropeHealth Expenditure % of GDP10,0
Continent,Europe,Health Expenditure % of GDP,No Data,EuropeHealth Expenditure % of GDPNo Data,2
Continent,North America,Health Expenditure % of GDP,1,North AmericaHealth Expenditure % of GDP1,0
Continent,North America,Health Expenditure % of GDP,2,North AmericaHealth Expenditure % of GDP2,10
Continent,North America,Health Expenditure % of GDP,3,North AmericaHealth Expenditure % of GDP3,8
Continent,North America,Health Expenditure % of GDP,4,North AmericaHealth Expenditure % of GDP4,1
Continent,North America,Health Expenditure % of GDP,5,North AmericaHealth Expenditure % of GDP5,2
Continent,North America,Health Expenditure % of GDP,6,North AmericaHealth Expenditure % of GDP6,0
Continent,North America,Health Expenditure % of GDP,7,North AmericaHealth Expenditure % of GDP7,0
Continent,North America,Health Expenditure % of GDP,8,North AmericaHealth Expenditure % of GDP8,0
Continent,North America,Health Expenditure % of GDP,9,North AmericaHealth Expenditure % of GDP9,0
Continent,North America,Health Expenditure % of GDP,10,North AmericaHealth Expenditure % of GDP10,0
Continent,North America,Health Expenditure % of GDP,No Data,North AmericaHealth Expenditure % of GDPNo Data,1
Continent,South America,Health Expenditure % of GDP,1,South AmericaHealth Expenditure % of GDP1,2
Continent,South America,Health Expenditure % of GDP,2,South AmericaHealth Expenditure % of GDP2,2
Continent,South America,Health Expenditure % of GDP,3,South AmericaHealth Expenditure % of GDP3,5
Continent,South America,Health Expenditure % of GDP,4,South AmericaHealth Expenditure % of GDP4,3
Continent,South America,Health Expenditure % of GDP,5,South AmericaHealth Expenditure % of GDP5,0
Continent,South America,Health Expenditure % of GDP,6,South AmericaHealth Expenditure % of GDP6,0
Continent,South America,Health Expenditure % of GDP,7,South AmericaHealth Expenditure % of GDP7,0
Continent,South America,Health Expenditure % of GDP,8,South AmericaHealth Expenditure % of GDP8,0
Continent,South America,Health Expenditure % of GDP,9,South AmericaHealth Expenditure % of GDP9,0
Continent,South America,Health Expenditure % of GDP,10,South AmericaHealth Expenditure % of GDP10,0
Continent,South America,Health Expenditure % of GDP,No Data,South AmericaHealth Expenditure % of GDPNo Data,0
Continent,Oceania,Health Expenditure % of GDP,1,OceaniaHealth Expenditure % of GDP1,3
Continent,Oceania,Health Expenditure % of GDP,2,OceaniaHealth Expenditure % of GDP2,2
Continent,Oceania,Health Expenditure % of GDP,3,OceaniaHealth Expenditure % of GDP3,3
Continent,Oceania,Health Expenditure % of GDP,4,OceaniaHealth Expenditure % of GDP4,2
Continent,Oceania,Health Expenditure % of GDP,5,OceaniaHealth Expenditure % of GDP5,1
Continent,Oceania,Health Expenditure % of GDP,6,OceaniaHealth Expenditure % of GDP6,1
Continent,Oceania,Health Expenditure % of GDP,7,OceaniaHealth Expenditure % of GDP7,1
Continent,Oceania,Health Expenditure % of GDP,8,OceaniaHealth Expenditure % of GDP8,0
Continent,Oceania,Health Expenditure % of GDP,9,OceaniaHealth Expenditure % of GDP9,0
Continent,Oceania,Health Expenditure % of GDP,10,OceaniaHealth Expenditure % of GDP10,1
Continent,Oceania,Health Expenditure % of GDP,No Data,OceaniaHealth Expenditure % of GDPNo Data,0
Continent,UN Security Council,Health Expenditure % of GDP,1,UN Security CouncilHealth Expenditure % of GDP1,0
Continent,UN Security Council,Health Expenditure % of GDP,2,UN Security CouncilHealth Expenditure % of GDP2,1
Continent,UN Security Council,Health Expenditure % of GDP,3,UN Security CouncilHealth Expenditure % of GDP3,1
Continent,UN Security Council,Health Expenditure % of GDP,4,UN Security CouncilHealth Expenditure % of GDP4,1
Continent,UN Security Council,Health Expenditure % of GDP,5,UN Security CouncilHealth Expenditure % of GDP5,1
Continent,UN Security Council,Health Expenditure % of GDP,6,UN Security CouncilHealth Expenditure % of GDP6,0
Continent,UN Security Council,Health Expenditure % of GDP,7,UN Security CouncilHealth Expenditure % of GDP7,0
Continent,UN Security Council,Health Expenditure % of GDP,8,UN Security CouncilHealth Expenditure % of GDP8,1
Continent,UN Security Council,Health Expenditure % of GDP,9,UN Security CouncilHealth Expenditure % of GDP9,0
Continent,UN Security Council,Health Expenditure % of GDP,10,UN Security CouncilHealth Expenditure % of GDP10,0
Continent,UN Security Council,Health Expenditure % of GDP,No Data,UN Security CouncilHealth Expenditure % of GDPNo Data,0
Continent,Africa,Health Expenditure Per Person,1,AfricaHealth Expenditure Per Person1,47
Continent,Africa,Health Expenditure Per Person,2,AfricaHealth Expenditure Per Person2,3
Continent,Africa,Health Expenditure Per Person,3,AfricaHealth Expenditure Per Person3,0
Continent,Africa,Health Expenditure Per Person,4,AfricaHealth Expenditure Per Person4,0
Continent,Africa,Health Expenditure Per Person,5,AfricaHealth Expenditure Per Person5,0
Continent,Africa,Health Expenditure Per Person,6,AfricaHealth Expenditure Per Person6,0
Continent,Africa,Health Expenditure Per Person,7,AfricaHealth Expenditure Per Person7,0
Continent,Africa,Health Expenditure Per Person,8,AfricaHealth Expenditure Per Person8,0
Continent,Africa,Health Expenditure Per Person,9,AfricaHealth Expenditure Per Person9,0
Continent,Africa,Health Expenditure Per Person,10,AfricaHealth Expenditure Per Person10,0
Continent,Africa,Health Expenditure Per Person,No Data,AfricaHealth Expenditure Per PersonNo Data,4
Continent,Asia,Health Expenditure Per Person,1,AsiaHealth Expenditure Per Person1,22
Continent,Asia,Health Expenditure Per Person,2,AsiaHealth Expenditure Per Person2,7
Continent,Asia,Health Expenditure Per Person,3,AsiaHealth Expenditure Per Person3,4
Continent,Asia,Health Expenditure Per Person,4,AsiaHealth Expenditure Per Person4,3
Continent,Asia,Health Expenditure Per Person,5,AsiaHealth Expenditure Per Person5,2
Continent,Asia,Health Expenditure Per Person,6,AsiaHealth Expenditure Per Person6,0
Continent,Asia,Health Expenditure Per Person,7,AsiaHealth Expenditure Per Person7,0
Continent,Asia,Health Expenditure Per Person,8,AsiaHealth Expenditure Per Person8,0
Continent,Asia,Health Expenditure Per Person,9,AsiaHealth Expenditure Per Person9,0
Continent,Asia,Health Expenditure Per Person,10,AsiaHealth Expenditure Per Person10,0
Continent,Asia,Health Expenditure Per Person,No Data,AsiaHealth Expenditure Per PersonNo Data,5
Continent,Europe,Health Expenditure Per Person,1,EuropeHealth Expenditure Per Person1,7
Continent,Europe,Health Expenditure Per Person,2,EuropeHealth Expenditure Per Person2,12
Continent,Europe,Health Expenditure Per Person,3,EuropeHealth Expenditure Per Person3,6
Continent,Europe,Health Expenditure Per Person,4,EuropeHealth Expenditure Per Person4,6
Continent,Europe,Health Expenditure Per Person,5,EuropeHealth Expenditure Per Person5,2
Continent,Europe,Health Expenditure Per Person,6,EuropeHealth Expenditure Per Person6,6
Continent,Europe,Health Expenditure Per Person,7,EuropeHealth Expenditure Per Person7,3
Continent,Europe,Health Expenditure Per Person,8,EuropeHealth Expenditure Per Person8,1
Continent,Europe,Health Expenditure Per Person,9,EuropeHealth Expenditure Per Person9,0
Continent,Europe,Health Expenditure Per Person,10,EuropeHealth Expenditure Per Person10,0
Continent,Europe,Health Expenditure Per Person,No Data,EuropeHealth Expenditure Per PersonNo Data,2
Continent,North America,Health Expenditure Per Person,1,North AmericaHealth Expenditure Per Person1,12
Continent,North America,Health Expenditure Per Person,2,North AmericaHealth Expenditure Per Person2,7
Continent,North America,Health Expenditure Per Person,3,North AmericaHealth Expenditure Per Person3,1
Continent,North America,Health Expenditure Per Person,4,North AmericaHealth Expenditure Per Person4,0
Continent,North America,Health Expenditure Per Person,5,North AmericaHealth Expenditure Per Person5,1
Continent,North America,Health Expenditure Per Person,6,North AmericaHealth Expenditure Per Person6,0
Continent,North America,Health Expenditure Per Person,7,North AmericaHealth Expenditure Per Person7,0
Continent,North America,Health Expenditure Per Person,8,North AmericaHealth Expenditure Per Person8,0
Continent,North America,Health Expenditure Per Person,9,North AmericaHealth Expenditure Per Person9,0
Continent,North America,Health Expenditure Per Person,10,North AmericaHealth Expenditure Per Person10,0
Continent,North America,Health Expenditure Per Person,No Data,North AmericaHealth Expenditure Per PersonNo Data,1
Continent,South America,Health Expenditure Per Person,1,South AmericaHealth Expenditure Per Person1,7
Continent,South America,Health Expenditure Per Person,2,South AmericaHealth Expenditure Per Person2,5
Continent,South America,Health Expenditure Per Person,3,South AmericaHealth Expenditure Per Person3,0
Continent,South America,Health Expenditure Per Person,4,South AmericaHealth Expenditure Per Person4,0
Continent,South America,Health Expenditure Per Person,5,South AmericaHealth Expenditure Per Person5,0
Continent,South America,Health Expenditure Per Person,6,South AmericaHealth Expenditure Per Person6,0
Continent,South America,Health Expenditure Per Person,7,South AmericaHealth Expenditure Per Person7,0
Continent,South America,Health Expenditure Per Person,8,South AmericaHealth Expenditure Per Person8,0
Continent,South America,Health Expenditure Per Person,9,South AmericaHealth Expenditure Per Person9,0
Continent,South America,Health Expenditure Per Person,10,South AmericaHealth Expenditure Per Person10,0
Continent,South America,Health Expenditure Per Person,No Data,South AmericaHealth Expenditure Per PersonNo Data,0
Continent,Oceania,Health Expenditure Per Person,1,OceaniaHealth Expenditure Per Person1,10
Continent,Oceania,Health Expenditure Per Person,2,OceaniaHealth Expenditure Per Person2,2
Continent,Oceania,Health Expenditure Per Person,3,OceaniaHealth Expenditure Per Person3,0
Continent,Oceania,Health Expenditure Per Person,4,OceaniaHealth Expenditure Per Person4,1
Continent,Oceania,Health Expenditure Per Person,5,OceaniaHealth Expenditure Per Person5,1
Continent,Oceania,Health Expenditure Per Person,6,OceaniaHealth Expenditure Per Person6,0
Continent,Oceania,Health Expenditure Per Person,7,OceaniaHealth Expenditure Per Person7,0
Continent,Oceania,Health Expenditure Per Person,8,OceaniaHealth Expenditure Per Person8,0
Continent,Oceania,Health Expenditure Per Person,9,OceaniaHealth Expenditure Per Person9,0
Continent,Oceania,Health Expenditure Per Person,10,OceaniaHealth Expenditure Per Person10,0
Continent,Oceania,Health Expenditure Per Person,No Data,OceaniaHealth Expenditure Per PersonNo Data,0
Continent,UN Security Council,Health Expenditure Per Person,1,UN Security CouncilHealth Expenditure Per Person1,1
Continent,UN Security Council,Health Expenditure Per Person,2,UN Security CouncilHealth Expenditure Per Person2,1
Continent,UN Security Council,Health Expenditure Per Person,3,UN Security CouncilHealth Expenditure Per Person3,0
Continent,UN Security Council,Health Expenditure Per Person,4,UN Security CouncilHealth Expenditure Per Person4,0
Continent,UN Security Council,Health Expenditure Per Person,5,UN Security CouncilHealth Expenditure Per Person5,2
Continent,UN Security Council,Health Expenditure Per Person,6,UN Security CouncilHealth Expenditure Per Person6,0
Continent,UN Security Council,Health Expenditure Per Person,7,UN Security CouncilHealth Expenditure Per Person7,0
Continent,UN Security Council,Health Expenditure Per Person,8,UN Security CouncilHealth Expenditure Per Person8,0
Continent,UN Security Council,Health Expenditure Per Person,9,UN Security CouncilHealth Expenditure Per Person9,0
Continent,UN Security Council,Health Expenditure Per Person,10,UN Security CouncilHealth Expenditure Per Person10,1
Continent,UN Security Council,Health Expenditure Per Person,No Data,UN Security CouncilHealth Expenditure Per PersonNo Data,0
Continent,Africa,Education Expenditure% Of Gdp,1,AfricaEducation Expenditure% Of Gdp1,0
Continent,Africa,Education Expenditure% Of Gdp,2,AfricaEducation Expenditure% Of Gdp2,2
Continent,Africa,Education Expenditure% Of Gdp,3,AfricaEducation Expenditure% Of Gdp3,2
Continent,Africa,Education Expenditure% Of Gdp,4,AfricaEducation Expenditure% Of Gdp4,2
Continent,Africa,Education Expenditure% Of Gdp,5,AfricaEducation Expenditure% Of Gdp5,2
Continent,Africa,Education Expenditure% Of Gdp,6,AfricaEducation Expenditure% Of Gdp6,7
Continent,Africa,Education Expenditure% Of Gdp,7,AfricaEducation Expenditure% Of Gdp7,1
Continent,Africa,Education Expenditure% Of Gdp,8,AfricaEducation Expenditure% Of Gdp8,2
