Country,Contient,Category,Bucket
Uzbekistan,Asia,judicial effectiveness score,4
Vanuatu,Oceania,judicial effectiveness score,5
Venezuela,South America,judicial effectiveness score,1
Vietnam,Asia,judicial effectiveness score,4
Yemen,Asia,judicial effectiveness score,2
Zambia,Africa,judicial effectiveness score,5
Zimbabwe,Africa,judicial effectiveness score,4
Afghanistan,Asia,government integrity score,3
Albania,Europe,government integrity score,4
Algeria,Africa,government integrity score,3
Andorra,Europe,government integrity score,No Data
Angola,Africa,government integrity score,2
Antigua & Barbuda,North America,government integrity score,No Data
Argentina,South America,government integrity score,3
Armenia,Europe,government integrity score,4
Australia,Oceania,government integrity score,8
Austria,Europe,government integrity score,8
Azerbaijan,Europe,government integrity score,4
Bahamas,North America,government integrity score,5
Bahrain,Asia,government integrity score,6
Bangladesh,Asia,government integrity score,2
Barbados,North America,government integrity score,6
Belarus,Europe,government integrity score,4
Belgium,Europe,government integrity score,8
Belize,North America,government integrity score,4
Benin,Africa,government integrity score,3
Bhutan,Asia,government integrity score,5
Bolivia,South America,government integrity score,2
Bosnia and Herzegovina,Europe,government integrity score,3
Botswana,Africa,government integrity score,6
Brazil,South America,government integrity score,3
Brunei,Asia,government integrity score,5
Bulgaria,Europe,government integrity score,4
Burkina Faso,Africa,government integrity score,3
Burundi,Africa,government integrity score,3
Cabo Verde,Africa,government integrity score,5
Cambodia,Asia,government integrity score,2
Cameroon,Africa,government integrity score,2
Canada,North America,government integrity score,9
Central African Republic,Africa,government integrity score,2
Chad,Africa,government integrity score,2
Chile,South America,government integrity score,7
China,UN Security Council,government integrity score,5
Colombia,South America,government integrity score,3
Comoros,Africa,government integrity score,3
Congo (Dem. Rep.),Africa,government integrity score,3
Congo (Rep.),Africa,government integrity score,2
Costa Rica,North America,government integrity score,6
Cote d'Ivoire,Africa,government integrity score,4
Croatia,Europe,government integrity score,4
Cuba,North America,government integrity score,4
Cyprus,Europe,government integrity score,4
Czech Republic,Europe,government integrity score,5
Denmark,Europe,government integrity score,9
Djibouti,Africa,government integrity score,3
Dominica,North America,government integrity score,5
Dominican Republic,North America,government integrity score,3
Ecuador,South America,government integrity score,3
Egypt,Africa,government integrity score,3
El Salvador,North America,government integrity score,3
Equatorial Guinea,Africa,government integrity score,3
Eritrea,Africa,government integrity score,2
Estonia,Europe,government integrity score,8
Eswatini,Africa,government integrity score,3
Ethiopia,Africa,government integrity score,4
Fiji,Oceania,government integrity score,4
Finland,Europe,government integrity score,10
France,UN Security Council,government integrity score,7
Gabon,Africa,government integrity score,3
"Gambia, The",Africa,government integrity score,4
Georgia,Europe,government integrity score,7
Germany,Europe,government integrity score,8
Ghana,Africa,government integrity score,3
Greece,Europe,government integrity score,4
Grenada,North America,government integrity score,No Data
Guatemala,North America,government integrity score,3
Guinea,Africa,government integrity score,3
Guinea-Bissau,Africa,government integrity score,3
Guyana,South America,government integrity score,4
Haiti,North America,government integrity score,2
Honduras,North America,government integrity score,3
Hungary,Europe,government integrity score,4
Iceland,Europe,government integrity score,8
India,Asia,government integrity score,5
Indonesia,Asia,government integrity score,5
Iran,Asia,government integrity score,3
Iraq,Asia,government integrity score,2
Ireland,Europe,government integrity score,9
Israel,Asia,government integrity score,7
Italy,Europe,government integrity score,4
Jamaica,North America,government integrity score,4
Japan,Asia,government integrity score,9
Jordan,Asia,government integrity score,6
Kazakhstan,Asia,government integrity score,5
Kenya,Africa,government integrity score,3
Kiribati,Oceania,government integrity score,4
Korea (Dem. People’s Rep.),Asia,government integrity score,3
Korea (Rep.),Asia,government integrity score,5
Kosovo,Europe,government integrity score,5
Kuwait,Asia,government integrity score,4
Kyrgyzstan,Asia,government integrity score,3
Laos,Asia,government integrity score,3
Latvia,Europe,government integrity score,5
Lebanon,Asia,government integrity score,2
Lesotho,Africa,government integrity score,3
Liberia,Africa,government integrity score,3
Libya,Africa,government integrity score,2
Liechtenstein,Europe,government integrity score,No Data
Lithuania,Europe,government integrity score,5
Luxembourg,Europe,government integrity score,9
Macedonia,Europe,government integrity score,5
Madagascar,Africa,government integrity score,2
Malawi,Africa,government integrity score,3
Malaysia,Asia,government integrity score,6
Maldives,Asia,government integrity score,4
Mali,Africa,government integrity score,3
Malta,Europe,government integrity score,5
Marshall Islands,Oceania,government integrity score,No Data
Mauritania,Africa,government integrity score,3
Mauritius,Africa,government integrity score,6
Mexico,North America,government integrity score,3
Micronesia,Oceania,government integrity score,4
Moldova,Europe,government integrity score,3
Monaco,Europe,government integrity score,No Data
Mongolia,Asia,government integrity score,4
Montenegro,Europe,government integrity score,4
Morocco,Africa,government integrity score,4
Mozambique,Africa,government integrity score,3
Myanmar,Asia,government integrity score,3
Namibia,Africa,government integrity score,5
Nauru,Oceania,government integrity score,No Data
Nepal,Asia,government integrity score,2
Netherlands,Europe,government integrity score,9
New Zealand,Oceania,government integrity score,10
Nicaragua,North America,government integrity score,2
Niger,Africa,government integrity score,3
Nigeria,Africa,government integrity score,1
Norway,Europe,government integrity score,10
Oman,Asia,government integrity score,5
Pakistan,Asia,government integrity score,3
Palau,Oceania,government integrity score,No Data
Panama,North America,government integrity score,4
Papua New Guinea,Oceania,government integrity score,3
Paraguay,South America,government integrity score,3
Peru,South America,government integrity score,4
Philippines,Asia,government integrity score,4
Poland,Europe,government integrity score,5
Portugal,Europe,government integrity score,6
Qatar,Asia,government integrity score,8
Romania,Europe,government integrity score,4
Russia,UN Security Council,government integrity score,4
Rwanda,Africa,government integrity score,7
Saint Kitts and Nevis,North America,government integrity score,No Data
Saint Lucia,North America,government integrity score,5
Saint Vincent and the Grenadines,North America,government integrity score,5
Samoa,Oceania,government integrity score,4
San Marino,Europe,government integrity score,No Data
Sao Tome and Principe,Africa,government integrity score,4
Saudi Arabia,Asia,government integrity score,5
Senegal,Africa,government integrity score,4
Serbia,Europe,government integrity score,4
Seychelles,Africa,government integrity score,4
Sierra Leone,Africa,government integrity score,2
Singapore,Asia,government integrity score,10
Slovakia,Europe,government integrity score,4
Slovenia,Europe,government integrity score,6
Solomon Islands,Oceania,government integrity score,4
Somalia,Africa,government integrity score,2
South Africa,Africa,government integrity score,5
South Sudan,Africa,government integrity score,5
Spain,Europe,government integrity score,3
Sri Lanka,Asia,government integrity score,2
Sudan,Africa,government integrity score,4
Suriname,South America,government integrity score,10
Sweden,Europe,government integrity score,9
Switzerland,Europe,government integrity score,2
Syria,Asia,government integrity score,8
Taiwan,Asia,government integrity score,4
Tajikistan,Asia,government integrity score,3
Tanzania,Africa,government integrity score,4
Thailand,Asia,government integrity score,No Data
Timor-Leste,Asia,government integrity score,3
Togo,Africa,government integrity score,3
Tonga,Oceania,government integrity score,4
Trinidad and Tobago,North America,government integrity score,3
Tunisia,Africa,government integrity score,4
Turkey,Asia,government integrity score,4
Turkmenistan,Asia,government integrity score,3
Tuvalu,Oceania,government integrity score,No Data
Uganda,Africa,government integrity score,3
Ukraine,Europe,government integrity score,3
United Arab Emirates,Asia,government integrity score,8
United Kingdom,UN Security Council,government integrity score,9
United States,UN Security Council,government integrity score,8
Uruguay,South America,government integrity score,8
Uzbekistan,Asia,government integrity score,2
Vanuatu,Oceania,government integrity score,8
Venezuela,South America,government integrity score,1
Vietnam,Asia,government integrity score,3
Yemen,Asia,government integrity score,2
Zambia,Africa,government integrity score,4
Zimbabwe,Africa,government integrity score,2
Afghanistan,Asia,property rights score,2
Albania,Europe,property rights score,6
Algeria,Africa,property rights score,3
Andorra,Europe,property rights score,No Data
Angola,Africa,property rights score,4
Antigua & Barbuda,North America,property rights score,No Data
Argentina,South America,property rights score,4
Armenia,Europe,property rights score,6
Australia,Oceania,property rights score,8
Austria,Europe,property rights score,9
Azerbaijan,Europe,property rights score,6
Bahamas,North America,property rights score,5
Bahrain,Asia,property rights score,7
Bangladesh,Asia,property rights score,3
Barbados,North America,property rights score,5
Belarus,Europe,property rights score,6
Belgium,Europe,property rights score,9
Belize,North America,property rights score,4
Benin,Africa,property rights score,4
Bhutan,Asia,property rights score,6
Bolivia,South America,property rights score,2
Bosnia and Herzegovina,Europe,property rights score,4
Botswana,Africa,property rights score,6
Brazil,South America,property rights score,6
Brunei,Asia,property rights score,6
Bulgaria,Europe,property rights score,7
Burkina Faso,Africa,property rights score,4
Burundi,Africa,property rights score,2
Cabo Verde,Africa,property rights score,4
Cambodia,Asia,property rights score,4
Cameroon,Africa,property rights score,4
Canada,North America,property rights score,9
Central African Republic,Africa,property rights score,2
Chad,Africa,property rights score,3
Chile,South America,property rights score,7
China,UN Security Council,property rights score,5
Colombia,South America,property rights score,6
Comoros,Africa,property rights score,4
Congo (Dem. Rep.),Africa,property rights score,3
Congo (Rep.),Africa,property rights score,3
Costa Rica,North America,property rights score,6
Cote d'Ivoire,Africa,property rights score,4
Croatia,Europe,property rights score,7
Cuba,North America,property rights score,3
Cyprus,Europe,property rights score,8
Czech Republic,Europe,property rights score,8
Denmark,Europe,property rights score,9
Djibouti,Africa,property rights score,2
Dominica,North America,property rights score,5
Dominican Republic,North America,property rights score,5
Ecuador,South America,property rights score,4
Egypt,Africa,property rights score,3
El Salvador,North America,property rights score,4
Equatorial Guinea,Africa,property rights score,3
Eritrea,Africa,property rights score,4
Estonia,Europe,property rights score,9
Eswatini,Africa,property rights score,6
Ethiopia,Africa,property rights score,3
Fiji,Oceania,property rights score,7
Finland,Europe,property rights score,9
France,UN Security Council,property rights score,9
Gabon,Africa,property rights score,3
"Gambia, The",Africa,property rights score,4
Georgia,Europe,property rights score,7
Germany,Europe,property rights score,9
Ghana,Africa,property rights score,5
Greece,Europe,property rights score,6
Grenada,North America,property rights score,No Data
Guatemala,North America,property rights score,4
Guinea,Africa,property rights score,3
Guinea-Bissau,Africa,property rights score,3
Guyana,South America,property rights score,4
Haiti,North America,property rights score,3
Honduras,North America,property rights score,5
Hungary,Europe,property rights score,6
Iceland,Europe,property rights score,9
India,Asia,property rights score,6
Indonesia,Asia,property rights score,5
Iran,Asia,property rights score,3
Iraq,Asia,property rights score,4
Ireland,Europe,property rights score,9
Israel,Asia,property rights score,8
Italy,Europe,property rights score,8
Jamaica,North America,property rights score,6
Japan,Asia,property rights score,9
Jordan,Asia,property rights score,6
Kazakhstan,Asia,property rights score,6
Kenya,Africa,property rights score,5
Kiribati,Oceania,property rights score,5
Korea (Dem. People’s Rep.),Asia,property rights score,3
Korea (Rep.),Asia,property rights score,8
Kosovo,Europe,property rights score,6
Kuwait,Asia,property rights score,6
Kyrgyzstan,Asia,property rights score,5
Laos,Asia,property rights score,4
Latvia,Europe,property rights score,7
Lebanon,Asia,property rights score,4
Lesotho,Africa,property rights score,5
Liberia,Africa,property rights score,3
Libya,Africa,property rights score,1
Liechtenstein,Europe,property rights score,No Data
Lithuania,Europe,property rights score,8
Luxembourg,Europe,property rights score,9
Macedonia,Europe,property rights score,7
Madagascar,Africa,property rights score,4
Malawi,Africa,property rights score,3
Malaysia,Asia,property rights score,9
Maldives,Asia,property rights score,5
Mali,Africa,property rights score,3
Malta,Europe,property rights score,7
Marshall Islands,Oceania,property rights score,No Data
Mauritania,Africa,property rights score,3
Mauritius,Africa,property rights score,7
Mexico,North America,property rights score,6
Micronesia,Oceania,property rights score,1
Moldova,Europe,property rights score,6
Monaco,Europe,property rights score,No Data
Mongolia,Asia,property rights score,5
Montenegro,Europe,property rights score,6
Morocco,Africa,property rights score,6
Mozambique,Africa,property rights score,4
Myanmar,Asia,property rights score,3
Namibia,Africa,property rights score,6
Nauru,Oceania,property rights score,No Data
Nepal,Asia,property rights score,4
Netherlands,Europe,property rights score,9
New Zealand,Oceania,property rights score,10
Nicaragua,North America,property rights score,3
Niger,Africa,property rights score,4
Nigeria,Africa,property rights score,4
Norway,Europe,property rights score,9
Oman,Asia,property rights score,6
Pakistan,Asia,property rights score,4
Palau,Oceania,property rights score,No Data
Panama,North America,property rights score,6
Papua New Guinea,Oceania,property rights score,4
Paraguay,South America,property rights score,4
Peru,South America,property rights score,6
Philippines,Asia,property rights score,5
Poland,Europe,property rights score,7
Portugal,Europe,property rights score,7
Qatar,Asia,property rights score,7
Romania,Europe,property rights score,6
Russia,UN Security Council,property rights score,5
Rwanda,Africa,property rights score,7
Saint Kitts and Nevis,North America,property rights score,No Data
Saint Lucia,North America,property rights score,7
Saint Vincent and the Grenadines,North America,property rights score,4
Samoa,Oceania,property rights score,6
San Marino,Europe,property rights score,No Data
Sao Tome and Principe,Africa,property rights score,4
Saudi Arabia,Asia,property rights score,6
Senegal,Africa,property rights score,4
Serbia,Europe,property rights score,5
Seychelles,Africa,property rights score,6
Sierra Leone,Africa,property rights score,4
Singapore,Asia,property rights score,10
Slovakia,Europe,property rights score,7
Slovenia,Europe,property rights score,8
Solomon Islands,Oceania,property rights score,5
Somalia,Africa,property rights score,3
South Africa,Africa,property rights score,7
South Sudan,Africa,property rights score,8
Spain,Europe,property rights score,5
Sri Lanka,Asia,property rights score,3
Sudan,Africa,property rights score,4
Suriname,South America,property rights score,10
Sweden,Europe,property rights score,9
Switzerland,Europe,property rights score,4
Syria,Asia,property rights score,9
Taiwan,Asia,property rights score,5
Tajikistan,Asia,property rights score,4
Tanzania,Africa,property rights score,5
Thailand,Asia,property rights score,No Data
Timor-Leste,Asia,property rights score,3
Togo,Africa,property rights score,3
Tonga,Oceania,property rights score,7
Trinidad and Tobago,North America,property rights score,6
Tunisia,Africa,property rights score,5
Turkey,Asia,property rights score,6
Turkmenistan,Asia,property rights score,3
Tuvalu,Oceania,property rights score,No Data
Uganda,Africa,property rights score,5
Ukraine,Europe,property rights score,4
United Arab Emirates,Asia,property rights score,8
United Kingdom,UN Security Council,property rights score,10
United States,UN Security Council,property rights score,8
Uruguay,South America,property rights score,7
Uzbekistan,Asia,property rights score,5
Vanuatu,Oceania,property rights score,7
Venezuela,South America,property rights score,1
Vietnam,Asia,property rights score,5
Yemen,Asia,property rights score,2
Zambia,Africa,property rights score,5
Zimbabwe,Africa,property rights score,3
Afghanistan,Asia,tax burden score,10
Albania,Europe,tax burden score,9
Algeria,Africa,tax burden score,8
Andorra,Europe,tax burden score,No Data
Angola,Africa,tax burden score,9
Antigua & Barbuda,North America,tax burden score,No Data
Argentina,South America,tax burden score,7
Armenia,Europe,tax burden score,9
Australia,Oceania,tax burden score,7
Austria,Europe,tax burden score,5
Azerbaijan,Europe,tax burden score,9
Bahamas,North America,tax burden score,10
Bahrain,Asia,tax burden score,10
Bangladesh,Asia,tax burden score,8
Barbados,North America,tax burden score,8
Belarus,Europe,tax burden score,9
Belgium,Europe,tax burden score,5
Belize,North America,tax burden score,9
Benin,Africa,tax burden score,7
Bhutan,Asia,tax burden score,9
Bolivia,South America,tax burden score,9
Bosnia and Herzegovina,Europe,tax burden score,9
Botswana,Africa,tax burden score,8
Brazil,South America,tax burden score,8
Brunei,Asia,tax burden score,9
Bulgaria,Europe,tax burden score,10
Burkina Faso,Africa,tax burden score,9
Burundi,Africa,tax burden score,8
Cabo Verde,Africa,tax burden score,8
Cambodia,Asia,tax burden score,9
Cameroon,Africa,tax burden score,8
Canada,North America,tax burden score,8
Central African Republic,Africa,tax burden score,7
Chad,Africa,tax burden score,5
Chile,South America,tax burden score,8
China,UN Security Council,tax burden score,8
Colombia,South America,tax burden score,9
Comoros,Africa,tax burden score,6
Congo (Dem. Rep.),Africa,tax burden score,8
Congo (Rep.),Africa,tax burden score,7
Costa Rica,North America,tax burden score,8
Cote d'Ivoire,Africa,tax burden score,8
Croatia,Europe,tax burden score,7
Cuba,North America,tax burden score,5
Cyprus,Europe,tax burden score,8
Czech Republic,Europe,tax burden score,9
Denmark,Europe,tax burden score,5
Djibouti,Africa,tax burden score,7
Dominica,North America,tax burden score,8
Dominican Republic,North America,tax burden score,9
Ecuador,South America,tax burden score,8
Egypt,Africa,tax burden score,9
El Salvador,North America,tax burden score,8
Equatorial Guinea,Africa,tax burden score,7
Eritrea,Africa,tax burden score,8
Estonia,Europe,tax burden score,9
Eswatini,Africa,tax burden score,8
Ethiopia,Africa,tax burden score,8
Fiji,Oceania,tax burden score,9
Finland,Europe,tax burden score,7
France,UN Security Council,tax burden score,5
Gabon,Africa,tax burden score,8
"Gambia, The",Africa,tax burden score,8
Georgia,Europe,tax burden score,9
Germany,Europe,tax burden score,7
Ghana,Africa,tax burden score,9
Greece,Europe,tax burden score,7
Grenada,North America,tax burden score,No Data
Guatemala,North America,tax burden score,8
Guinea,Africa,tax burden score,7
Guinea-Bissau,Africa,tax burden score,9
Guyana,South America,tax burden score,7
Haiti,North America,tax burden score,9
Honduras,North America,tax burden score,9
Hungary,Europe,tax burden score,8
Iceland,Europe,tax burden score,8
India,Asia,tax burden score,8
Indonesia,Asia,tax burden score,9
Iran,Asia,tax burden score,9
Iraq,Asia,tax burden score,No Data
Ireland,Europe,tax burden score,8
Israel,Asia,tax burden score,7
Italy,Europe,tax burden score,6
Jamaica,North America,tax burden score,9
Japan,Asia,tax burden score,7
Jordan,Asia,tax burden score,10
Kazakhstan,Asia,tax burden score,10
Kenya,Africa,tax burden score,8
Kiribati,Oceania,tax burden score,8
Korea (Dem. People’s Rep.),Asia,tax burden score,1
Korea (Rep.),Asia,tax burden score,8
Kosovo,Europe,tax burden score,10
Kuwait,Asia,tax burden score,10
Kyrgyzstan,Asia,tax burden score,10
Laos,Asia,tax burden score,9
Latvia,Europe,tax burden score,9
Lebanon,Asia,tax burden score,10
Lesotho,Africa,tax burden score,5
Liberia,Africa,tax burden score,8
Libya,Africa,tax burden score,10
Liechtenstein,Europe,tax burden score,No Data
Lithuania,Europe,tax burden score,9
Luxembourg,Europe,tax burden score,7
Macedonia,Europe,tax burden score,10
Madagascar,Africa,tax burden score,10
Malawi,Africa,tax burden score,8
Malaysia,Asia,tax burden score,9
Maldives,Asia,tax burden score,10
Mali,Africa,tax burden score,7
Malta,Europe,tax burden score,7
Marshall Islands,Oceania,tax burden score,No Data
Mauritania,Africa,tax burden score,8
Mauritius,Africa,tax burden score,10
Mexico,North America,tax burden score,8
Micronesia,Oceania,tax burden score,10
Moldova,Europe,tax burden score,9
Monaco,Europe,tax burden score,No Data
Mongolia,Asia,tax burden score,9
Montenegro,Europe,tax burden score,9
Morocco,Africa,tax burden score,8
Mozambique,Africa,tax burden score,8
Myanmar,Asia,tax burden score,9
Namibia,Africa,tax burden score,7
Nauru,Oceania,tax burden score,No Data
Nepal,Asia,tax burden score,9
Netherlands,Europe,tax burden score,6
New Zealand,Oceania,tax burden score,8
Nicaragua,North America,tax burden score,8
Niger,Africa,tax burden score,8
Nigeria,Africa,tax burden score,9
Norway,Europe,tax burden score,6
Oman,Asia,tax burden score,10
Pakistan,Asia,tax burden score,8
Palau,Oceania,tax burden score,No Data
Panama,North America,tax burden score,9
Papua New Guinea,Oceania,tax burden score,8
Paraguay,South America,tax burden score,10
Peru,South America,tax burden score,9
Philippines,Asia,tax burden score,8
Poland,Europe,tax burden score,8
Portugal,Europe,tax burden score,6
Qatar,Asia,tax burden score,10
Romania,Europe,tax burden score,9
Russia,UN Security Council,tax burden score,9
Rwanda,Africa,tax burden score,8
Saint Kitts and Nevis,North America,tax burden score,No Data
Saint Lucia,North America,tax burden score,8
Saint Vincent and the Grenadines,North America,tax burden score,8
Samoa,Oceania,tax burden score,8
San Marino,Europe,tax burden score,No Data
Sao Tome and Principe,Africa,tax burden score,9
Saudi Arabia,Asia,tax burden score,10
Senegal,Africa,tax burden score,7
Serbia,Europe,tax burden score,9
Seychelles,Africa,tax burden score,8
Sierra Leone,Africa,tax burden score,8
Singapore,Asia,tax burden score,10
Slovakia,Europe,tax burden score,8
Slovenia,Europe,tax burden score,6
Solomon Islands,Oceania,tax burden score,7
Somalia,Africa,tax burden score,No Data
South Africa,Africa,tax burden score,7
South Sudan,Africa,tax burden score,7
Spain,Europe,tax burden score,9
Sri Lanka,Asia,tax burden score,9
Sudan,Africa,tax burden score,8
Suriname,South America,tax burden score,5
Sweden,Europe,tax burden score,8
Switzerland,Europe,tax burden score,No Data
Syria,Asia,tax burden score,8
Taiwan,Asia,tax burden score,10
Tajikistan,Asia,tax burden score,8
Tanzania,Africa,tax burden score,9
Thailand,Asia,tax burden score,No Data
Timor-Leste,Asia,tax burden score,10
Togo,Africa,tax burden score,7
Tonga,Oceania,tax burden score,9
Trinidad and Tobago,North America,tax burden score,9
Tunisia,Africa,tax burden score,8
Turkey,Asia,tax burden score,8
Turkmenistan,Asia,tax burden score,10
Tuvalu,Oceania,tax burden score,No Data
Uganda,Africa,tax burden score,8
Ukraine,Europe,tax burden score,9
United Arab Emirates,Asia,tax burden score,10
United Kingdom,UN Security Council,tax burden score,7
United States,UN Security Council,tax burden score,7
Uruguay,South America,tax burden score,8
Uzbekistan,Asia,tax burden score,10
Vanuatu,Oceania,tax burden score,10
Venezuela,South America,tax burden score,8
Vietnam,Asia,tax burden score,8
Yemen,Asia,tax burden score,No Data
Zambia,Africa,tax burden score,8
Zimbabwe,Africa,tax burden score,7
Afghanistan,Asia,overall economic freedom score,6
Albania,Europe,overall economic freedom score,8
Algeria,Africa,overall economic freedom score,5
Andorra,Europe,overall economic freedom score,No Data
Angola,Africa,overall economic freedom score,6
Antigua & Barbuda,North America,overall economic freedom score,No Data
Argentina,South America,overall economic freedom score,6
Armenia,Europe,overall economic freedom score,8
Australia,Oceania,overall economic freedom score,10
Austria,Europe,overall economic freedom score,8
Azerbaijan,Europe,overall economic freedom score,8
Bahamas,North America,overall economic freedom score,7
Bahrain,Asia,overall economic freedom score,8
Bangladesh,Asia,overall economic freedom score,6
Barbados,North America,overall economic freedom score,7
Belarus,Europe,overall economic freedom score,7
Belgium,Europe,overall economic freedom score,8
Belize,North America,overall economic freedom score,7
Benin,Africa,overall economic freedom score,7
Bhutan,Asia,overall economic freedom score,7
Bolivia,South America,overall economic freedom score,5
Bosnia and Herzegovina,Europe,overall economic freedom score,7
Botswana,Africa,overall economic freedom score,8
Brazil,South America,overall economic freedom score,6
Brunei,Asia,overall economic freedom score,8
Bulgaria,Europe,overall economic freedom score,8
Burkina Faso,Africa,overall economic freedom score,7
Burundi,Africa,overall economic freedom score,6
Cabo Verde,Africa,overall economic freedom score,7
Cambodia,Asia,overall economic freedom score,7
Cameroon,Africa,overall economic freedom score,6
Canada,North America,overall economic freedom score,9
Central African Republic,Africa,overall economic freedom score,6
Chad,Africa,overall economic freedom score,6
Chile,South America,overall economic freedom score,9
China,UN Security Council,overall economic freedom score,7
Colombia,South America,overall economic freedom score,8
Comoros,Africa,overall economic freedom score,7
Congo (Dem. Rep.),Africa,overall economic freedom score,6
Congo (Rep.),Africa,overall economic freedom score,4
Costa Rica,North America,overall economic freedom score,8
Cote d'Ivoire,Africa,overall economic freedom score,7
Croatia,Europe,overall economic freedom score,7
Cuba,North America,overall economic freedom score,4
Cyprus,Europe,overall economic freedom score,8
Czech Republic,Europe,overall economic freedom score,9
Denmark,Europe,overall economic freedom score,9
Djibouti,Africa,overall economic freedom score,5
Dominica,North America,overall economic freedom score,8
Dominican Republic,North America,overall economic freedom score,7
Ecuador,South America,overall economic freedom score,6
Egypt,Africa,overall economic freedom score,6
El Salvador,North America,overall economic freedom score,7
Equatorial Guinea,Africa,overall economic freedom score,5
Eritrea,Africa,overall economic freedom score,5
Estonia,Europe,overall economic freedom score,9
Eswatini,Africa,overall economic freedom score,7
Ethiopia,Africa,overall economic freedom score,6
Fiji,Oceania,overall economic freedom score,7
Finland,Europe,overall economic freedom score,9
France,UN Security Council,overall economic freedom score,7
Gabon,Africa,overall economic freedom score,7
"Gambia, The",Africa,overall economic freedom score,6
Georgia,Europe,overall economic freedom score,9
Germany,Europe,overall economic freedom score,9
Ghana,Africa,overall economic freedom score,7
Greece,Europe,overall economic freedom score,7
Grenada,North America,overall economic freedom score,No Data
Guatemala,North America,overall economic freedom score,7
Guinea,Africa,overall economic freedom score,6
Guinea-Bissau,Africa,overall economic freedom score,7
Guyana,South America,overall economic freedom score,7
Haiti,North America,overall economic freedom score,7
Honduras,North America,overall economic freedom score,7
Hungary,Europe,overall economic freedom score,8
Iceland,Europe,overall economic freedom score,9
India,Asia,overall economic freedom score,6
Indonesia,Asia,overall economic freedom score,8
Iran,Asia,overall economic freedom score,6
Iraq,Asia,overall economic freedom score,No Data
Ireland,Europe,overall economic freedom score,9
Israel,Asia,overall economic freedom score,8
Italy,Europe,overall economic freedom score,7
Jamaica,North America,overall economic freedom score,8
Japan,Asia,overall economic freedom score,9
Jordan,Asia,overall economic freedom score,8
Kazakhstan,Asia,overall economic freedom score,8
Kenya,Africa,overall economic freedom score,6
Kiribati,Oceania,overall economic freedom score,6
Korea (Dem. People’s Rep.),Asia,overall economic freedom score,1
Korea (Rep.),Asia,overall economic freedom score,9
Kosovo,Europe,overall economic freedom score,8
Kuwait,Asia,overall economic freedom score,7
Kyrgyzstan,Asia,overall economic freedom score,7
Laos,Asia,overall economic freedom score,6
Latvia,Europe,overall economic freedom score,9
Lebanon,Asia,overall economic freedom score,6
Lesotho,Africa,overall economic freedom score,6
Liberia,Africa,overall economic freedom score,6
Libya,Africa,overall economic freedom score,No Data
Liechtenstein,Europe,overall economic freedom score,No Data
Lithuania,Europe,overall economic freedom score,9
Luxembourg,Europe,overall economic freedom score,9
Macedonia,Europe,overall economic freedom score,8
Madagascar,Africa,overall economic freedom score,7
Malawi,Africa,overall economic freedom score,6
Malaysia,Asia,overall economic freedom score,9
Maldives,Asia,overall economic freedom score,6
Mali,Africa,overall economic freedom score,7
Malta,Europe,overall economic freedom score,8
Marshall Islands,Oceania,overall economic freedom score,No Data
Mauritania,Africa,overall economic freedom score,6
Mauritius,Africa,overall economic freedom score,9
Mexico,North America,overall economic freedom score,8
Micronesia,Oceania,overall economic freedom score,6
Moldova,Europe,overall economic freedom score,7
Monaco,Europe,overall economic freedom score,No Data
Mongolia,Asia,overall economic freedom score,7
Montenegro,Europe,overall economic freedom score,8
Morocco,Africa,overall economic freedom score,7
Mozambique,Africa,overall economic freedom score,5
Myanmar,Asia,overall economic freedom score,6
Namibia,Africa,overall economic freedom score,7
Nauru,Oceania,overall economic freedom score,No Data
Nepal,Asia,overall economic freedom score,6
Netherlands,Europe,overall economic freedom score,9
New Zealand,Oceania,overall economic freedom score,10
Nicaragua,North America,overall economic freedom score,7
Niger,Africa,overall economic freedom score,6
Nigeria,Africa,overall economic freedom score,7
Norway,Europe,overall economic freedom score,9
Oman,Asia,overall economic freedom score,7
Pakistan,Asia,overall economic freedom score,6
Palau,Oceania,overall economic freedom score,No Data
Panama,North America,overall economic freedom score,8
Papua New Guinea,Oceania,overall economic freedom score,7
Paraguay,South America,overall economic freedom score,7
Peru,South America,overall economic freedom score,8
Philippines,Asia,overall economic freedom score,8
Poland,Europe,overall economic freedom score,8
Portugal,Europe,overall economic freedom score,7
Qatar,Asia,overall economic freedom score,9
Romania,Europe,overall economic freedom score,8
Russia,UN Security Council,overall economic freedom score,7
Rwanda,Africa,overall economic freedom score,8
Saint Kitts and Nevis,North America,overall economic freedom score,No Data
Saint Lucia,North America,overall economic freedom score,8
Saint Vincent and the Grenadines,North America,overall economic freedom score,8
Samoa,Oceania,overall economic freedom score,7
San Marino,Europe,overall economic freedom score,No Data
Sao Tome and Principe,Africa,overall economic freedom score,6
Saudi Arabia,Asia,overall economic freedom score,7
Senegal,Africa,overall economic freedom score,7
Serbia,Europe,overall economic freedom score,7
Seychelles,Africa,overall economic freedom score,7
Sierra Leone,Africa,overall economic freedom score,6
Singapore,Asia,overall economic freedom score,10
Slovakia,Europe,overall economic freedom score,8
Slovenia,Europe,overall economic freedom score,8
Solomon Islands,Oceania,overall economic freedom score,7
Somalia,Africa,overall economic freedom score,No Data
South Africa,Africa,overall economic freedom score,7
South Sudan,Africa,overall economic freedom score,8
Spain,Europe,overall economic freedom score,7
